"TIME","GEO","SECTPERF","UNIT","Value","Flag and Footnotes"
"2007","Japan","Higher education sector","Million euro","13 867.591",""
"2007","Japan","Higher education sector","Euro per inhabitant","108.4",""
"2007","Japan","Higher education sector","Million units of national currency","2 236 149",""
"2007","Japan","Higher education sector","Million purchasing power standards (PPS)","15 327.953",""
"2007","Japan","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","14 972.924",""
"2007","Japan","Private non-profit sector","Million euro","1 924.23",""
"2007","Japan","Private non-profit sector","Euro per inhabitant","15",""
"2007","Japan","Private non-profit sector","Million units of national currency","310 282",""
"2007","Japan","Private non-profit sector","Million purchasing power standards (PPS)","2 126.865",""
"2007","Japan","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","2 077.603",""
"2007","South Korea","All sectors","Million euro","24 588.863","b"
"2007","South Korea","All sectors","Euro per inhabitant","506","b"
"2007","South Korea","All sectors","Million units of national currency","31 301 377.26","b"
"2007","South Korea","All sectors","Million purchasing power standards (PPS)","31 282.636","b"
"2007","South Korea","All sectors","Million purchasing power standards (PPS) at 2005 prices","30 487.423","b"
"2007","South Korea","Business enterprise sector","Million euro","18 747.117","b"
"2007","South Korea","Business enterprise sector","Euro per inhabitant","385.8","b"
"2007","South Korea","Business enterprise sector","Million units of national currency","23 864 892.99","b"
"2007","South Korea","Business enterprise sector","Million purchasing power standards (PPS)","23 850.604","b"
"2007","South Korea","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","23 244.316","b"
"2007","South Korea","Government sector","Million euro","2 866.032","b"
"2007","South Korea","Government sector","Euro per inhabitant","59","b"
"2007","South Korea","Government sector","Million units of national currency","3 648 430.5","b"
"2007","South Korea","Government sector","Million purchasing power standards (PPS)","3 646.246","b"
"2007","South Korea","Government sector","Million purchasing power standards (PPS) at 2005 prices","3 553.558","b"
"2007","South Korea","Higher education sector","Million euro","2 619.124","b"
"2007","South Korea","Higher education sector","Euro per inhabitant","53.9","b"
"2007","South Korea","Higher education sector","Million units of national currency","3 334 118.57","b"
"2007","South Korea","Higher education sector","Million purchasing power standards (PPS)","3 332.122","b"
"2007","South Korea","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","3 247.419","b"
"2007","South Korea","Private non-profit sector","Million euro","356.59","b"
"2007","South Korea","Private non-profit sector","Euro per inhabitant","7.3","b"
"2007","South Korea","Private non-profit sector","Million units of national currency","453 935.2","b"
"2007","South Korea","Private non-profit sector","Million purchasing power standards (PPS)","453.663","b"
"2007","South Korea","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","442.131","b"
"2008","European Union (28 countries)","All sectors","Million euro","239 942.255",""
"2008","European Union (28 countries)","All sectors","Euro per inhabitant","479.6",""
"2008","European Union (28 countries)","All sectors","Million units of national currency",":",""
"2008","European Union (28 countries)","All sectors","Million purchasing power standards (PPS)","229 763.809",""
"2008","European Union (28 countries)","All sectors","Million purchasing power standards (PPS) at 2005 prices","220 625.8",""
"2008","European Union (28 countries)","Business enterprise sector","Million euro","151 695.328",""
"2008","European Union (28 countries)","Business enterprise sector","Euro per inhabitant","303.2",""
"2008","European Union (28 countries)","Business enterprise sector","Million units of national currency",":",""
"2008","European Union (28 countries)","Business enterprise sector","Million purchasing power standards (PPS)","143 594.143",""
"2008","European Union (28 countries)","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","138 111.958",""
"2008","European Union (28 countries)","Government sector","Million euro","30 901.538",""
"2008","European Union (28 countries)","Government sector","Euro per inhabitant","61.8",""
"2008","European Union (28 countries)","Government sector","Million units of national currency",":",""
"2008","European Union (28 countries)","Government sector","Million purchasing power standards (PPS)","30 868.786",""
"2008","European Union (28 countries)","Government sector","Million purchasing power standards (PPS) at 2005 prices","29 604.502",""
"2008","European Union (28 countries)","Higher education sector","Million euro","55 006.502",""
"2008","European Union (28 countries)","Higher education sector","Euro per inhabitant","109.9",""
"2008","European Union (28 countries)","Higher education sector","Million units of national currency",":",""
"2008","European Union (28 countries)","Higher education sector","Million purchasing power standards (PPS)","53 043.065",""
"2008","European Union (28 countries)","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","50 753.279",""
"2008","European Union (28 countries)","Private non-profit sector","Million euro","2 338.887","e"
"2008","European Union (28 countries)","Private non-profit sector","Euro per inhabitant","4.7","e"
"2008","European Union (28 countries)","Private non-profit sector","Million units of national currency",":",""
"2008","European Union (28 countries)","Private non-profit sector","Million purchasing power standards (PPS)","2 257.817","e"
"2008","European Union (28 countries)","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","2 156.062","e"
"2008","Euro area (19 countries)","All sectors","Million euro","182 072.332",""
"2008","Euro area (19 countries)","All sectors","Euro per inhabitant","546.6",""
"2008","Euro area (19 countries)","All sectors","Million units of national currency",":",""
"2008","Euro area (19 countries)","All sectors","Million purchasing power standards (PPS)","174 994.691",""
"2008","Euro area (19 countries)","All sectors","Million purchasing power standards (PPS) at 2005 prices","168 282.687",""
"2008","Euro area (19 countries)","Business enterprise sector","Million euro","115 047.011",""
"2008","Euro area (19 countries)","Business enterprise sector","Euro per inhabitant","345.4",""
"2008","Euro area (19 countries)","Business enterprise sector","Million units of national currency",":",""
"2008","Euro area (19 countries)","Business enterprise sector","Million purchasing power standards (PPS)","109 955.653",""
"2008","Euro area (19 countries)","Business enterprise sector","Million purchasing power standards (PPS) at 2005 prices","105 970.181",""
"2008","Euro area (19 countries)","Government sector","Million euro","25 201.749",""
"2008","Euro area (19 countries)","Government sector","Euro per inhabitant","75.7",""
"2008","Euro area (19 countries)","Government sector","Million units of national currency",":",""
"2008","Euro area (19 countries)","Government sector","Million purchasing power standards (PPS)","24 413.165",""
"2008","Euro area (19 countries)","Government sector","Million purchasing power standards (PPS) at 2005 prices","23 458.616",""
"2008","Euro area (19 countries)","Higher education sector","Million euro","40 303.064",""
"2008","Euro area (19 countries)","Higher education sector","Euro per inhabitant","121",""
"2008","Euro area (19 countries)","Higher education sector","Million units of national currency",":",""
"2008","Euro area (19 countries)","Higher education sector","Million purchasing power standards (PPS)","39 108.21",""
"2008","Euro area (19 countries)","Higher education sector","Million purchasing power standards (PPS) at 2005 prices","37 421.495",""
"2008","Euro area (19 countries)","Private non-profit sector","Million euro","1 520.508","e"
"2008","Euro area (19 countries)","Private non-profit sector","Euro per inhabitant","4.6","e"
"2008","Euro area (19 countries)","Private non-profit sector","Million units of national currency",":",""
"2008","Euro area (19 countries)","Private non-profit sector","Million purchasing power standards (PPS)","1 517.663","e"
"2008","Euro area (19 countries)","Private non-profit sector","Million purchasing power standards (PPS) at 2005 prices","1 432.396","e"
"2008","Belgium","All sectors","Million euro","6 812.699",""
"2008","Belgium","All sectors","Euro per inhabitant","638.7",""
"2008","Belgium","All sectors","Million units of national currency","6 812.699",""
"2008","Belgium","All sectors","Million purchasing power standards (PPS)","6 210.866",""
"2008","Belgium","All sectors","Million purchasing power standards (PPS) at 2005 prices","6 097.421",""
"2008","Belgium","Business enterprise sector","Million euro","4 650.011",""
