"TIME","GEO","NABS07","UNIT","Value","Flag and Footnotes"
"2009","Finland","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","35.264",""
"2009","Finland","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","33.101",""
"2009","Finland","Energy","Million euro","190.813",""
"2009","Finland","Energy","Euro per inhabitant","35.8",""
"2009","Finland","Energy","Million units of national currency","190.813",""
"2009","Finland","Energy","Million purchasing power standards (PPS)","161.953",""
"2009","Finland","Energy","Million purchasing power standards (PPS) at 2005 prices","152.02",""
"2009","Finland","Industrial production and technology","Million euro","442.968",""
"2009","Finland","Industrial production and technology","Euro per inhabitant","83.2",""
"2009","Finland","Industrial production and technology","Million units of national currency","442.968",""
"2009","Finland","Industrial production and technology","Million purchasing power standards (PPS)","375.97",""
"2009","Finland","Industrial production and technology","Million purchasing power standards (PPS) at 2005 prices","352.912",""
"2009","Finland","Health","Million euro","111.85",""
"2009","Finland","Health","Euro per inhabitant","21",""
"2009","Finland","Health","Million units of national currency","111.85",""
"2009","Finland","Health","Million purchasing power standards (PPS)","94.933",""
"2009","Finland","Health","Million purchasing power standards (PPS) at 2005 prices","89.11",""
"2009","Finland","Agriculture","Million euro","100.635",""
"2009","Finland","Agriculture","Euro per inhabitant","18.9",""
"2009","Finland","Agriculture","Million units of national currency","100.635",""
"2009","Finland","Agriculture","Million purchasing power standards (PPS)","85.414",""
"2009","Finland","Agriculture","Million purchasing power standards (PPS) at 2005 prices","80.176",""
"2009","Finland","Education","Million euro","8.3",""
"2009","Finland","Education","Euro per inhabitant","1.6",""
"2009","Finland","Education","Million units of national currency","8.3",""
"2009","Finland","Education","Million purchasing power standards (PPS)","7.045",""
"2009","Finland","Education","Million purchasing power standards (PPS) at 2005 prices","6.613",""
"2009","Finland","Culture, recreation, religion and mass media","Million euro","10.599",""
"2009","Finland","Culture, recreation, religion and mass media","Euro per inhabitant","2",""
"2009","Finland","Culture, recreation, religion and mass media","Million units of national currency","10.599",""
"2009","Finland","Culture, recreation, religion and mass media","Million purchasing power standards (PPS)","8.996",""
"2009","Finland","Culture, recreation, religion and mass media","Million purchasing power standards (PPS) at 2005 prices","8.444",""
"2009","Finland","Political and social systems, structures and processes","Million euro","86.417",""
"2009","Finland","Political and social systems, structures and processes","Euro per inhabitant","16.2",""
"2009","Finland","Political and social systems, structures and processes","Million units of national currency","86.417",""
"2009","Finland","Political and social systems, structures and processes","Million purchasing power standards (PPS)","73.347",""
"2009","Finland","Political and social systems, structures and processes","Million purchasing power standards (PPS) at 2005 prices","68.848",""
"2009","Finland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million euro","490",""
"2009","Finland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Euro per inhabitant","92",""
"2009","Finland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million units of national currency","490",""
"2009","Finland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS)","415.889",""
"2009","Finland","General advancement of knowledge: R&D financed from General University Funds (GUF)","Million purchasing power standards (PPS) at 2005 prices","390.382",""
"2009","Finland","General advancement of knowledge: R&D financed from other sources than GUF","Million euro","326.944",""
"2009","Finland","General advancement of knowledge: R&D financed from other sources than GUF","Euro per inhabitant","61.4",""
"2009","Finland","General advancement of knowledge: R&D financed from other sources than GUF","Million units of national currency","326.944",""
"2009","Finland","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS)","277.495",""
"2009","Finland","General advancement of knowledge: R&D financed from other sources than GUF","Million purchasing power standards (PPS) at 2005 prices","260.476",""
"2009","Finland","Defence","Million euro","34.725",""
"2009","Finland","Defence","Euro per inhabitant","6.5",""
"2009","Finland","Defence","Million units of national currency","34.725",""
"2009","Finland","Defence","Million purchasing power standards (PPS)","29.473",""
"2009","Finland","Defence","Million purchasing power standards (PPS) at 2005 prices","27.665",""
"2009","Finland","Total civil R&D appropriations","Million euro","1 893.689",""
"2009","Finland","Total civil R&D appropriations","Euro per inhabitant","355.5",""
"2009","Finland","Total civil R&D appropriations","Million units of national currency","1 893.689",""
"2009","Finland","Total civil R&D appropriations","Million purchasing power standards (PPS)","1 607.273",""
"2009","Finland","Total civil R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 508.697",""
"2009","Finland","Total R&D appropriations","Million euro","1 928.414",""
"2009","Finland","Total R&D appropriations","Euro per inhabitant","362.1",""
"2009","Finland","Total R&D appropriations","Million units of national currency","1 928.414",""
"2009","Finland","Total R&D appropriations","Million purchasing power standards (PPS)","1 636.746",""
"2009","Finland","Total R&D appropriations","Million purchasing power standards (PPS) at 2005 prices","1 536.363",""
"2009","Sweden","Exploration and exploitation of the earth","Million euro","15.161","d"
"2009","Sweden","Exploration and exploitation of the earth","Euro per inhabitant","1.6","d"
"2009","Sweden","Exploration and exploitation of the earth","Million units of national currency","161","d"
"2009","Sweden","Exploration and exploitation of the earth","Million purchasing power standards (PPS)","13.733","d"
"2009","Sweden","Exploration and exploitation of the earth","Million purchasing power standards (PPS) at 2005 prices","13.024","d"
"2009","Sweden","Environment","Million euro","49.204","d"
"2009","Sweden","Environment","Euro per inhabitant","5.3","d"
"2009","Sweden","Environment","Million units of national currency","522.5","d"
"2009","Sweden","Environment","Million purchasing power standards (PPS)","44.569","d"
"2009","Sweden","Environment","Million purchasing power standards (PPS) at 2005 prices","42.267","d"
"2009","Sweden","Exploration and exploitation of space","Million euro","19.305","d"
"2009","Sweden","Exploration and exploitation of space","Euro per inhabitant","2.1","d"
"2009","Sweden","Exploration and exploitation of space","Million units of national currency","205","d"
"2009","Sweden","Exploration and exploitation of space","Million purchasing power standards (PPS)","17.486","d"
"2009","Sweden","Exploration and exploitation of space","Million purchasing power standards (PPS) at 2005 prices","16.583","d"
"2009","Sweden","Transport, telecommunication and other infrastructures","Million euro","154.844","d"
"2009","Sweden","Transport, telecommunication and other infrastructures","Euro per inhabitant","16.7","d"
"2009","Sweden","Transport, telecommunication and other infrastructures","Million units of national currency","1 644.3","d"
"2009","Sweden","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS)","140.257","d"
"2009","Sweden","Transport, telecommunication and other infrastructures","Million purchasing power standards (PPS) at 2005 prices","133.013","d"
"2009","Sweden","Energy","Million euro","113.098","d"
"2009","Sweden","Energy","Euro per inhabitant","12.2","d"
"2009","Sweden","Energy","Million units of national currency","1 201","d"
"2009","Sweden","Energy","Million purchasing power standards (PPS)","102.444","d"
"2009","Sweden","Energy","Million purchasing power standards (PPS) at 2005 prices","97.153","d"
